,Region,Venue,Venue ID,Venue Latitude,Venue Longitude,Venue Primary Category,Venue Address,Venue Categories,Venue Likes,Venue Rating,Venue Is Open
118,Tsentralnyi,Pushkin Coffee & Beer,53c527cd498e3bc74d4eb836,48.46550556393916,35.02708722150323,Café,"['просп. Пушкіна, 29/31', 'Дніпро', 'Україна']","['Café', 'Coffee Shop']",80,7.6,
119,Tsentralnyi,Nagori relax&hall,575d52fd498e0ed92be4f018,48.449642,35.024365,Restaurant,"['проспект Пилипа Орлика, 20', 'Дніпро, 49000', 'Україна']",['Restaurant'],16,7.7,
120,Tsentralnyi,Говинда / Govinda,4ddfa0a818388714bb6c3321,48.470915071398395,35.010121797995744,Vegetarian / Vegan Restaurant,"['узвіз Ярмарковий, 39 (просп. Пушкіна)', 'Дніпро, 49000', 'Україна']",['Vegetarian / Vegan Restaurant'],119,8.1,False
121,Tsentralnyi,TeaHouse,4fc64774e4b05ab8c3eb3eb9,48.46628972734834,35.044211873303766,Tea Room,"['просп. Дмитра Яворницького, 54', 'Дніпро', 'Україна']","['Tea Room', 'Coffee Shop']",21,8.1,
122,Tsentralnyi,Take coffee to go,56ae403e498ee2682ad6f7df,48.462506314755686,35.052009310199836,Coffee Shop,"['вул. Барикадна, 5/7 (просп. Дмитра Яворницького)', 'Дніпро, 49000', 'Україна']",['Coffee Shop'],84,8.4,
123,Tsentralnyi,Оджах,501a6986e4b02d5a4b200fa0,48.47122761024276,35.006759171952496,Middle Eastern Restaurant,"['вул. Леваневського, 15-А', 'Дніпро', 'Україна']","['Middle Eastern Restaurant', 'BBQ Joint']",8,8.0,False
124,Tsentralnyi,Визит Lunch,538d95dc498e73f38cc9156a,48.45469047865961,35.02340642701906,Café,"['пр.Кирова 46', 'Дніпро', 'Україна']",['Café'],6,7.2,False
125,Tsentralnyi,Coffee Nostra,522c6a9111d2a641399243f6,48.46557253884772,35.04696370167667,Coffee Shop,"['Європейський бул., 1д', 'Дніпро, 49000', 'Україна']","['Coffee Shop', 'Tea Room']",36,8.0,False
126,Chechelivskyi,Confetti / Конфетти,52eb880211d278cf2ee7b5c3,48.43329853285769,35.01137477879207,Café,"['ТЦ «Славутич» (просп. Кірова, 104а)', 'Дніпро', 'Україна']",['Café'],269,7.6,False
127,Chechelivskyi,Вiдень,4f6f5153e4b086107852d6a1,48.431636569193294,35.010927991217464,Eastern European Restaurant,"['просп. Олександра Поля, 108', 'Дніпро, 49000', 'Україна']","['Eastern European Restaurant', 'Café']",64,7.3,
128,Chechelivskyi,Guria,570530f0498ecdcc198a0c61,48.445587,35.004414,Theme Restaurant,"['вул. Надії Алексеєнко, 112', 'Днепр', 'Україна']","['Theme Restaurant', 'Caucasian Restaurant']",10,7.1,
129,Chechelivskyi,Старый замок,4fac00f7e4b003f55670889e,48.439907867274286,34.9741806741774,Café,"['вул. Криворізька, 60', 'Дніпро', 'Україна']",['Café'],7,6.5,
130,Chechelivskyi,Кувшин,56b4fae8498ecb17d168f337,48.440679,35.015664,Café,"['Проспект Кирова,84', 'Дніпро', 'Україна']",['Café'],6,7.0,
131,Chechelivskyi,Каляки-Маляки,51f14ae3498e0958d9502e7e,48.446955526104,35.000451679765746,Café,"['улица Рабочая 81', 'Дніпро', 'Україна']",['Café'],6,6.5,
132,Chechelivskyi,Гурия,56e43b07498eb5ca5cb362bc,48.445505055416966,35.004394552852546,Restaurant,['Україна'],['Restaurant'],15,6.4,
133,Chechelivskyi,Patricia coffee,5311dd1e498ec58e1a37ec18,48.4332545616993,35.01149089843426,Coffee Shop,"['ТЦ «Славутич» (просп. Кірова)', 'Дніпро', 'Україна']",['Coffee Shop'],5,6.5,
134,Chechelivskyi,АТБ,56ebe301498e3aa681c35bd7,48.44809042744213,34.99949272127849,Supermarket,"['Ул. Рабочая, 158', 'Дніпро', 'Україна']",['Supermarket'],5,6.2,
135,Chechelivskyi,Сiльпо / Silpo,4dbae43093a08f9274962582,48.42812912488939,35.00998914241791,Supermarket,"['вул. Новокримська, 4', 'Дніпро', 'Україна']","['Supermarket', 'Grocery Store', 'Miscellaneous Shop']",75,6.4,
136,Chechelivskyi,Ранчо / Ranch,4d3abddfcc48224b6110404f,48.44199293813069,35.017576397966984,Pub,"['вул. Кірова, 117 (вул. Вакуленчука)', 'Дніпро, 49000', 'Україна']",['Pub'],12,6.4,
137,Chechelivskyi,Coffee Life,4d75f244d94ea35dc30daeaf,48.432735852463416,35.00133757774209,Coffee Shop,"['ТРК «Appolo» (вул. Тітова, 36)', 'Дніпро', 'Україна']",['Coffee Shop'],89,6.0,False
138,Chechelivskyi,Кутёжъ,4f473c7ce4b0d125f4d1af62,48.43950831801609,34.99657118840307,Café,"['вул. Робоча, 97', 'Дніпро', 'Україна']",['Café'],4,5.7,False
139,Chechelivskyi,Театральное,51cac82a498eb0c3236eb48a,48.44365295672008,35.00001440800861,Restaurant,"['5, Театральная', 'Дніпро', 'Україна']",['Restaurant'],4,5.8,
140,Chechelivskyi,Фреш-бар,4f4fbd12e4b08cc4b7b569d5,48.436688071753444,35.003368777272414,Juice Bar,"['СК ""Метеор"" (вул. Макарова, 27а)', 'Дніпро', 'Україна']",['Juice Bar'],9,5.8,
141,Chechelivskyi,АТБ Маркет,58d76bc50acb6a6910db20bf,48.44806,34.967606,Supermarket,"['просп. Металургів, 52', 'Дніпро', 'Україна']",['Supermarket'],4,5.7,True
142,Chechelivskyi,Бухта Викингов,51321bc1e4b06aa0a17c03d1,48.44956509925015,34.978740249947634,Café,"['Ул. Докучаева д.33', 'Дніпро', 'Україна']",['Café'],2,0.0,
143,Chechelivskyi,Belle Cafe,527d0055498e63a491f5aeb9,48.432715924151054,35.001395784391,Coffee Shop,"['ТРЦ «Appolo» (вул. Титова, 36)', 'Дніпро', 'Україна']",['Coffee Shop'],14,5.6,
144,Chechelivskyi,Varus / Варус,534a90a2498ec23f06c71e14,48.451069784118644,35.00273350844424,Grocery Store,"['вул. Робоча, 67', 'Дніпро', 'Україна']","['Grocery Store', 'Shopping Mall']",41,5.7,
145,Chechelivskyi,Апшерон / Apsheron,4f71d7eee4b0e30fde3cb906,48.42451034624515,34.99447581151236,Asian Restaurant,"['ул. Макарова, 39', 'Дніпро', 'Україна']",['Asian Restaurant'],8,5.6,
146,Chechelivskyi,Днепропетровский хлебзавод №9,4ff46d46e4b0f331618b78b0,48.45408271476541,34.95549201965332,Bakery,"['ул. Чеботарева, 28', 'Дніпро, 49035', 'Україна']",['Bakery'],4,5.6,
147,Chechelivskyi,Spar,4ee33dc19a52c1dad9146ef2,48.46292394025853,34.97212347340883,Grocery Store,"['Дніпро', 'Україна']",['Grocery Store'],4,5.6,
148,Chechelivskyi,Бакинский Дворик,4fa2ad2de4b07d3f48d54a8a,48.46515366508121,34.987531179922144,Middle Eastern Restaurant,"['Новоорловская', 'Дніпро', 'Україна']","['Middle Eastern Restaurant', 'BBQ Joint']",21,5.6,
149,Chechelivskyi,Кафе Смак,56c4c648cd104c234de6efeb,48.418727,35.00677,Ukrainian Restaurant,"['Пр Богдана Хмельницкого д 48', 'Дніпро', 'Україна']","['Ukrainian Restaurant', 'Modern European Restaurant']",4,0.0,False
150,Novokodatskyi,Сільпо / Silpo,4df088d67d8ba370a00f8771,48.4846517597973,34.92152770572408,Grocery Store,"['вул. Юрія Кондратюка, 4 (вул. Набережна Заводська)', 'Дніпро', 'Україна']",['Grocery Store'],113,7.9,True
151,Novokodatskyi,McDonald's,4daae70ef7b145b3701a08df,48.485308027138394,34.92254007254365,Fast Food Restaurant,"['вул. Юрія Кондратюка, 2 (вул. Набережна Заводська)', 'Дніпро, 49128', 'Україна']",['Fast Food Restaurant'],181,7.3,False
152,Novokodatskyi,АТБ,52f60bbe498e790b39bddcc6,48.48055726251609,34.94305150665719,Food & Drink Shop,"['пл. Дзержинского, 1', 'Дніпро', 'Україна']",['Food & Drink Shop'],8,6.6,
153,Novokodatskyi,Сiльпо / Silpo,4fe8965de4b0d55e0004461b,48.47725214995308,34.91409653264047,Supermarket,"['вул. Метробудівська, 19 (вул. Велика Діївська)', 'Дніпро', 'Україна']",['Supermarket'],14,7.4,False
154,Novokodatskyi,Учан Су,53da9fdb498e9839fb47a57d,48.48532218196936,34.941017695206526,BBQ Joint,"['Строевая 8', 'Дніпро', 'Україна']",['BBQ Joint'],12,6.4,
155,Novokodatskyi,Мечта,51869dc4498e26797a1756cd,48.489802632019995,34.93837503064768,Café,"['вул. Набережна Заводська, 78', 'Україна']",['Café'],12,6.3,
156,Novokodatskyi,тайный ресторанчик,571cc392498e8c93932a1fb2,48.49519948940901,34.93022657683202,Restaurant,['Україна'],['Restaurant'],15,6.4,
157,Novokodatskyi,Арзу,50536bace4b0f81fa00cd7e9,48.48574959927923,34.924215431316526,Café,['Україна'],['Café'],14,6.4,
158,Novokodatskyi,Смак,52e54cff11d2fa55b7344966,48.488317197266284,34.934555493416276,Eastern European Restaurant,"['Набережная Заводская', 'Дніпро', 'Україна']",['Eastern European Restaurant'],6,6.1,True
159,Novokodatskyi,АТБ,4fb7b7e0e4b02db307b096e5,48.47875550577176,34.91256032234906,Supermarket,"['вул. Метробудівська, 12 (вул. Моніторна)', 'Дніпро, 49018', 'Україна']",['Supermarket'],24,6.5,
160,Novokodatskyi,Франс.уа,5721d5e5498eefea561178a6,48.484957673312906,34.92270516606991,Bakery,"['вул. Юрія Кондратюка, 2', 'Дніпро', 'Україна']",['Bakery'],12,5.9,False
161,Novokodatskyi,Брусница,508aaa42e4b0988210f97a20,48.486285483636365,34.92923978154717,Grocery Store,['Україна'],"['Grocery Store', 'Convenience Store']",7,5.7,
162,Novokodatskyi,АТБ,4fb27d6ce4b04fafbca214bc,48.48261011982204,34.92451676539271,Supermarket,"['вул. Юрія Кондратюка', 'Дніпро', 'Україна']",['Supermarket'],15,5.6,
163,Novokodatskyi,Varus / Варус,4fa66643e4b00f7195d41ecc,48.48042819345855,34.90628837817606,Grocery Store,"['пров. Парусний, 10Д', 'Дніпро', 'Україна']",['Grocery Store'],14,5.9,True
164,Novokodatskyi,Varus,5710ff8a498e9471819bbd46,48.478904954919024,34.921913375848085,Supermarket,['Україна'],['Supermarket'],7,5.5,
